recorded_at,value_usd,twenty_four_hour_trading_volume_usd,SMA_100,SMA_200,EMA_50,EMA_100,VWAP,OBV,RSI,EMA_12,EMA_26,MACD,MACD_Signal,Bollinger_Mid,Bollinger_Std,Bollinger_Upper,Bollinger_Lower,High_Low,High_Close,Low_Close,True_Range,ATR,Money_Flow_Multiplier,Money_Flow_Volume,CMF,Lowest_Low,Highest_High,%K,%D
2024-07-08 00:00:00+00:00,56925.333421805895,20211914621.326435,,,63516.41337936114,64020.764342819355,64980.3973759087,-318081672743.7822,20.987804156870567,59710.56372000922,61957.99849453828,-2247.434774529065,-1828.6709942572745,61430.749221301565,2599.130919184052,66629.01105966966,56232.48738293346,0.0,24.90737251725659,24.90737251725659,24.90737251725659,699.5619422951766,,,,56925.333421805895,62532.26038192461,0.0,0.0
2024-07-09 00:00:00+00:00,56844.60654109169,41614266908.30467,,,63254.77389550744,63878.662208131675,64776.49429865053,-359695939652.0869,22.709311885708473,59269.647230944975,61579.22872020891,-2309.581489263932,-1924.8530932586061,60998.36657504128,2607.195441399214,66212.7574578397,55783.97569224285,0.0,80.72688071420271,80.72688071420271,80.72688071420271,646.5307762024734,,,,56844.60654109169,62532.26038192461,0.0,0.0
2024-07-10 00:00:00+00:00,57452.54884335571,28413854577.262756,,,63027.23565816816,63751.41243853215,64653.272357482565,-331282085074.82416,30.14480289539712,58990.09363285432,61273.5487293309,-2283.4550964765804,-1996.5734939022009,60623.30961991286,2547.1015020274085,65717.51262396768,55529.10661585804,0.0,607.9423022640185,607.9423022640185,607.9423022640185,631.110912308126,,,,56844.60654109169,62532.26038192461,10.68880630356699,3.5629354345223323
2024-07-11 00:00:00+00:00,57693.566091904526,25987656347.278587,,,62818.07214576566,63631.45508513358,64547.79995828119,-305294428727.5456,28.86644173238605,58790.62785732358,61008.36483026228,-2217.736972938699,-2040.8061897095008,60277.59836933659,2445.0139838464465,65167.626337029484,55387.5704016437,0.0,241.01724854881468,241.01724854881468,241.01724854881468,619.7690407710387,,,,56844.60654109169,62532.26038192461,14.926357590856997,8.538387964807997
2024-07-12 00:00:00+00:00,57663.894573708494,29196653598.752666,,,62615.947535096755,63513.28557005585,64432.5563911345,-334491082326.2983,30.46307507699666,58617.28427522896,60760.62629273978,-2143.3420175108186,-2061.3133552697645,59941.52306150837,2308.818897037342,64559.16085558305,55323.88526743369,0.0,29.671518196031684,29.671518196031684,29.671518196031684,587.2856518173218,,,,56844.60654109169,62532.26038192461,14.404674678598635,13.339946191007542
2024-07-13 00:00:00+00:00,58146.73352517848,25504482306.198975,,,62440.684240590155,63407.017212731545,64341.957630544355,-308986600020.0993,34.030778178663326,58544.89185214427,60567.00460625376,-2022.1127541094902,-2053.47323503771,59656.64498514703,2147.811360750141,63952.26770664731,55361.02226364675,0.0,482.8389514699884,482.8389514699884,482.8389514699884,619.0468395910315,,,,56844.60654109169,62532.26038192461,22.893921123302807,17.408317797586147
2024-07-14 00:00:00+00:00,59331.44527877724,16765547593.243273,,,62318.753300911216,63326.31281799977,64294.9305427802,-292221052426.856,39.568169464569465,58665.90007162627,60475.48169310735,-1809.5816214810839,-2004.6949123263848,59492.808984955846,2032.7090721698153,63558.227129295476,55427.390840616215,0.0,1184.7117535987563,1184.7117535987563,1184.7117535987563,675.7703335634568,,,,56844.60654109169,62532.26038192461,43.72345447312538,27.007350091675608
2024-07-15 00:00:00+00:00,61643.51220401717,21295520563.65442,,,62292.273257895766,63292.99003356447,64263.6936495688,-270925531863.2016,47.73261459266977,59123.99424584025,60562.00247169326,-1438.0082258530092,-1891.3575750317098,59485.73449132727,2024.5414226371163,63534.8173366015,55436.65164605303,0.0,2312.066925239931,2312.066925239931,2312.066925239931,781.3292737051826,,,,56844.60654109169,62532.26038192461,84.3740810749255,50.330485557117896
2024-07-16 00:00:00+00:00,63646.68457517406,37810068492.862465,,,62345.387427200796,63299.99388587357,64251.05182661538,-233115463370.33914,54.440264326756484,59819.79275804545,60790.497442321466,-970.7046842760174,-1707.2269968805715,59620.00963609577,2208.268628440391,64036.54689297655,55203.47237921499,0.0,2003.172371156892,2003.172371156892,2003.172371156892,896.3624936648105,,,,56844.60654109169,63646.68457517406,100.0,76.03251184935029
2024-07-17 00:00:00+00:00,64711.34660972204,40914441633.09575,,,62438.17014024084,63327.941464563635,64261.03571622054,-192201021737.2434,61.768734319623185,60572.339504457224,61080.93071398077,-508.59120952354715,-1467.4998394091667,59787.527710088274,2460.0174023617237,64707.562514811725,54867.49290536482,0.0,1064.662034547975,1064.662034547975,1064.662034547975,913.1308991057657,,,,56844.60654109169,64711.34660972204,100.0,94.7913603583085
2024-07-18 00:00:00+00:00,64419.3730346814,33459451713.593426,,,62515.86437139538,63349.5539709026,64263.79536099263,-225660473450.83682,70.51045240071835,61164.19081679941,61328.222737736374,-164.0319209369627,-1206.806255714726,59964.66905350615,2661.8402378064443,65288.34952911904,54640.98857789326,0.0,291.97357504063984,291.97357504063984,291.97357504063984,799.9231033912365,,,,56844.60654109169,64711.34660972204,96.2885061347721,98.76283537825736
2024-07-19 00:00:00+00:00,64928.47721968341,25976148878.632153,,,62610.4766399557,63380.81977780915,64272.669018949025,-199684324572.20468,84.55861772301351,61743.31180185849,61594.90825491764,148.40354694084817,-935.7642951836112,60165.356490042235,2879.635806802343,65924.62810364692,54406.08487643755,0.0,509.10418500201195,509.10418500201195,509.10418500201195,710.0328740811763,,,,56844.60654109169,64928.47721968341,100.0,98.76283537825736
2024-07-20 00:00:00+00:00,65951.72750719743,36994610752.230415,,,62741.50608572989,63431.72884175743,64303.99744819623,-162689713819.97427,91.60979938956626,62390.760371910634,61917.63560693836,473.1247649722718,-653.9864831524346,60397.67729905476,3151.0806715068143,66699.8386420684,54095.515956041134,0.0,1023.2502875140199,1023.2502875140199,1023.2502875140199,735.165118186837,,,,56844.60654109169,65951.72750719743,100.0,98.76283537825736
2024-07-21 00:00:00+00:00,67327.91782558127,17353396168.041622,,,62921.36536964563,63508.881098862854,64330.23387326471,-145336317651.93265,96.19595459924541,63150.32305709073,62318.39725276376,831.9258043269729,-356.8040256565531,60657.09553582369,3496.652719845768,67650.40097551522,53663.79009613216,0.0,1376.190318383844,1376.190318383844,1376.190318383844,802.3025517281702,,,,56844.60654109169,67327.91782558127,100.0,100.0
2024-07-22 00:00:00+00:00,67633.97268952767,27078771827.95196,,,63106.17349983709,63590.56608085622,64374.36491036516,-118257545823.98068,96.5051803938493,63840.115308234876,62712.14358141294,1127.971726821932,-59.848875160856096,60912.181151203855,3812.4741435895476,68537.12943838295,53287.23286402476,0.0,306.0548639463959,306.0548639463959,306.0548639463959,822.3845154016801,,,,56844.60654109169,67633.97268952767,100.0,100.0
2024-07-23 00:00:00+00:00,67212.75694255414,43157593651.80313,,,63267.21598778678,63662.29263257301,64433.53335772954,-161415139475.7838,93.73317988351194,64358.9832519763,63045.52234890489,1313.4609030714128,214.81308048559768,61187.70119715406,4063.436942154762,69314.57508146358,53060.827312844536,0.0,421.2157469735248,421.2157469735248,421.2157469735248,846.7051487059174,,,,57452.54884335571,67633.97268952767,95.86289940054019,98.62096646684672
2024-07-24 00:00:00+00:00,66317.88866488081,36100536095.18872,,,63386.85021041792,63714.8786926187,64465.82792352068,-197515675570.97253,86.51053159639818,64660.35331550007,63287.919853791995,1372.433461708075,446.3371567300931,61512.321964972805,4205.725806626253,69923.77357822531,53100.870351720296,0.0,894.8682776733331,894.8682776733331,894.8682776733331,867.1998612351542,,,,57663.894573708494,67633.97268952767,86.79966185461804,94.22085375171942
2024-07-25 00:00:00+00:00,65698.63873836899,28680123269.715443,,,63477.50858406306,63754.161069762275,64482.38780422236,-226195798840.688,81.97161511841794,64820.08953440298,63466.491623019916,1353.5979113830617,627.7893076606869,61894.35860623309,4222.419358943454,70339.19732412,53449.51988834618,0.0,619.249926511824,619.249926511824,619.249926511824,894.2164810896548,,,,57663.894573708494,67633.97268952767,80.58857785589508,87.75037970368443
2024-07-26 00:00:00+00:00,66357.93174519371,35836896135.542854,,,63590.466355087796,63805.72088511735,64513.348338045755,-190358902705.14514,83.06056401618463,65056.6806437554,63680.67237281057,1376.0082709448252,777.4331003175146,62342.92984133637,4194.771909020566,70732.4736593775,53953.38602329524,0.0,659.2930068247224,659.2930068247224,659.2930068247224,939.1894445631327,,,,58146.73352517848,67633.97268952767,86.5499232998255,84.64605433677954
2024-07-27 00:00:00+00:00,67241.88949834772,30821370069.206276,,,63733.65941952936,63873.76382795359,64551.54371939637,-159537532635.93887,83.56202830293972,65392.86662138498,63944.46623396147,1448.400387423506,911.6265577387129,62857.5122765376,4129.157712736341,71115.82770201028,54599.19685106492,0.0,883.9577531540126,883.9577531540126,883.9577531540126,967.840787540563,,,,59331.44527877724,67633.97268952767,95.27754415273279,87.47201510281779
2024-07-28 00:00:00+00:00,68072.6507731464,30976752616.761925,,,63903.815943200614,63956.91010409602,64600.39500488798,-128560780019.17694,83.12111385339442,65805.14110627136,64250.2576813085,1554.8834249628562,1040.2779311835416,63414.87814410463,4037.604255027204,71490.08665415904,55339.669634050224,0.0,830.7612747986714,830.7612747986714,830.7612747986714,942.5586104834141,,,,61643.51220401717,68072.6507731464,100.0,93.94248915085275
2024-07-29 00:00:00+00:00,67689.3255840731,17175244020.36542,,,64052.2673016662,64030.81932152131,64623.9750127661,-145736024039.54236,76.8295513046711,66095.01564131779,64505.00345188366,1590.0121894341282,1150.224782833659,63957.11409625369,3831.7561571391234,71620.62641053193,56293.60178197544,0.0,383.3251890732936,383.3251890732936,383.3251890732936,804.7913436143687,,,,63646.68457517406,68072.6507731464,91.33917495237749,95.53890636837009
2024-07-30 00:00:00+00:00,67077.20646246434,42529043667.45024,,,64170.892366795546,64091.143819361765,64669.48685427422,-188265067706.9926,67.36792734123148,66246.12192149418,64695.53700822297,1550.58491327121,1230.2968089211693,64438.34697720913,3567.09121685505,71572.52941091923,57304.16454349903,0.0,612.1191216087609,612.1191216087609,612.1191216087609,705.4303972180735,,,,64419.3730346814,68072.6507731464,72.75202210329861,88.0303990185587
2024-07-31 00:00:00+00:00,65889.71686345873,28892376510.689587,,,64238.29724901763,64126.75912716567,64684.67434080318,-217157444217.6822,55.892527067580616,66191.29037410411,64783.994775277475,1407.295598826633,1265.696566902262,64848.15451578683,3203.733153191962,71255.62082217075,58440.688209402906,0.0,1187.4895990056102,1187.4895990056102,1187.4895990056102,714.2037946793332,,,,64419.3730346814,68072.6507731464,40.24725011449932,68.1128157233918
2024-08-01 00:00:00+00:00,65418.78642652263,31403681581.194077,,,64284.590942253126,64152.34382616284,64694.47303086699,-248561125798.87628,54.90976640887328,66072.44361293773,64831.016379073415,1241.4272338643132,1260.8427002946723,65235.89910842753,2721.4482280398383,70678.7955645072,59793.00265234786,0.0,470.930436936098,470.930436936098,470.930436936098,726.986427671866,,,,64928.47721968341,68072.6507731464,15.594215729573717,42.864495982457214
2024-08-02 00:00:00+00:00,63814.58739247539,38911302447.60912,,,64266.15943049714,64145.655579951206,64680.15764132462,-287472428246.4854,45.059437459250894,65725.08111748198,64755.72534302912,969.3557744528662,1202.5453151263112,65519.29180179238,2187.006589818139,69893.30498142866,61145.278622156104,0.0,1604.1990340472403,1604.1990340472403,1604.1990340472403,805.2074883179537,,,,63814.58739247539,68072.6507731464,0.0,18.61382194802435
2024-08-03 00:00:00+00:00,62461.79718086126,39004321616.3716,,,64195.40012658985,64112.31184927616,64644.56006236567,-326476749862.857,34.96036655049632,65223.03743492495,64585.80473842409,637.2326965008542,1089.4827914012199,65675.80939689658,1798.3301065058263,69272.46960990824,62079.14918388493,0.0,1352.790211614134,1352.790211614134,1352.790211614134,828.7460543251046,,,,62461.79718086126,68072.6507731464,0.0,5.198071909857906
2024-08-04 00:00:00+00:00,60188.20945398876,32885545023.712658,,,64038.25539433098,64034.60685134967,64585.072847794276,-359362294886.56964,21.440805911628644,64448.44851478092,64260.05693957703,188.39157520388835,909.2645481617536,65603.04425939516,1989.3700331131856,69581.78432562153,61624.30419316879,0.0,2273.5877268724944,2273.5877268724944,2273.5877268724944,892.8458692171511,,,,60188.20945398876,68072.6507731464,0.0,0.0
2024-08-05 00:00:00+00:00,58051.72923258258,33664501541.451115,,,63803.48966249772,63916.13402721567,64496.997888539925,-393026796428.02075,16.566418110389918,63464.337855981175,63800.18081313299,-335.8429571518136,660.2430470990402,65323.29649226558,2583.593057007867,70490.48260628132,60156.11037824985,0.0,2136.4802214061856,2136.4802214061856,2136.4802214061856,1023.5905376071361,,,,58051.72923258258,68072.6507731464,0.0,0.0
2024-08-05 18:30:00+00:00,56133.25989518586,,,,63502.69633828941,63762.01770776953,,,14.999266260583695,62336.47970816651,63232.260745136904,-895.7810369703948,349.0382302851532,64894.39215653879,3302.5286963411545,71499.4495492211,58289.334763856474,0.0,1918.4693373967166,1918.4693373967166,1918.4693373967166,1130.537222637364,,,,56133.25989518586,68072.6507731464,0.0,0.0
2024-08-06 00:00:00+00:00,55234.71546260864,120245972389.37173,,,63178.46179414506,63593.16023756833,64071.488635551315,-513272768817.39246,14.995783287990292,61243.900593465296,62639.84998346814,-1395.9493900028465,0.040706227553243934,64435.15927793514,3947.6377609527003,72330.43479984054,56539.88375602974,0.0,898.5444325772187,898.5444325772187,898.5444325772187,1130.7998051304987,,,,55234.71546260864,68072.6507731464,0.0,0.0
2024-08-06 18:30:00+00:00,55986.377709775064,,,,62896.41928103251,63442.53088058232,,,19.579997016564064,60435.05091905141,62147.0001854168,-1711.9492663653873,-342.35728829103493,63988.05430243972,4372.362508174245,72732.7793187882,55243.32928609123,0.0,751.6622471664232,751.6622471664232,751.6622471664232,1140.2578280343987,,,,55234.71546260864,68072.6507731464,5.855008838916931,1.9516696129723103
2024-08-07 00:00:00+00:00,56141.25393322213,52620100833.47091,,,62631.51083602034,63297.951139050434,63915.20485056356,-460652667983.9216,16.95597907946727,59774.46676738537,61702.13009266164,-1927.6633252762695,-659.4184956880819,63497.53062374096,4679.954555260987,72857.43973426294,54137.62151321898,0.0,154.87622344706324,154.87622344706324,154.87622344706324,1104.2280577931374,,,,55234.71546260864,68072.6507731464,7.061403946079812,4.305470928332248
2024-08-08 00:00:00+00:00,58325.71029806673,41605918903.41173,64200.16862615849,,62462.65591296334,63199.49092437749,63829.444067100296,-419046749080.5098,23.399930295798058,59551.58115672097,61452.02492269164,-1900.4437659706746,-907.6235497446005,63047.42024736523,4724.858062437682,72497.1363722406,53597.70412248987,0.0,2184.4563648446056,2184.4563648446056,2184.4563648446056,1197.1208157710369,,,,55234.71546260864,68072.6507731464,24.077040121248412,12.331150968748384
2024-08-09 00:00:00+00:00,59556.501334716355,49201548320.290726,64167.34023214871,,62348.68906675757,63127.35251666143,63753.29622535287,-369845200760.2191,25.185641573702043,59552.33810718179,61311.61576802681,-1759.277660845015,-1077.9543719646836,62643.54667962466,4656.9086474831165,71957.3639745909,53329.72938465843,0.0,1230.7910366496217,1230.7910366496217,1230.7910366496217,1225.6943701889618,,,,55234.71546260864,67689.3255840731,34.700290333934134,21.946244800420786
2024-08-10 00:00:00+00:00,61420.3543670456,33804208928.47938,64148.24481262607,,62312.28378441593,63093.55057310468,63725.07724952152,-336040991831.73975,33.18431473657755,59839.725224083915,61319.67047906524,-1479.9452549813213,-1158.3525485680111,62353.92655084924,4536.3449551832355,71426.61646121572,53281.23664048277,0.0,1863.8530323292434,1863.8530323292434,1863.8530323292434,1331.4463589929583,,,,55234.71546260864,67077.20646246434,52.23258269322164,37.003304382801396
2024-08-11 00:00:00+00:00,61049.918348351384,13418919090.197285,64123.17799180716,,62262.77925751144,63053.08260825808,63712.29364390072,-349459910921.937,33.620223066998506,60025.90878166353,61299.6888397531,-1273.780058089571,-1181.438050472323,62090.52803502276,4446.109782032538,70982.74759908783,53198.30847095769,0.0,370.436018694214,370.436018694214,370.436018694214,1314.1832802133479,,,,55234.71546260864,65889.71686345873,54.57721371372873,47.170028913628165
2024-08-12 00:00:00+00:00,60336.538811677136,21715994493.456894,64089.86690708878,,62187.24041649833,62999.28966179113,63686.38818747136,-371175905415.3939,34.50949335658518,60073.69801705024,61228.34439322896,-1154.6463761787163,-1176.0797156136018,61822.423038688175,4378.237816931914,70578.89867255201,53065.94740482435,0.0,713.3795366742488,713.3795366742488,713.3795366742488,1280.3182757611078,,,,55234.71546260864,65418.78642652263,50.09610957294172,52.301968659964025
2024-08-12 18:30:00+00:00,59799.47622256749,,64056.04317884998,,62093.60260497163,62935.927019430266,,,34.382638855528185,60031.51004866828,61122.5023065133,-1090.9922578450205,-1159.0622240598857,61494.50026255687,4264.795724747046,70024.09171205095,52964.90881306278,0.0,537.0625891096424,537.0625891096424,537.0625891096424,1285.0420009163608,,,,55234.71546260864,63814.58739247539,53.20313400097273,52.625485762547726
2024-08-13 00:00:00+00:00,59155.102944211016,39403296385.84335,64025.09073330534,,61978.36732415749,62861.05921596058,63624.15972712537,-410579201801.2373,36.3203878431472,59896.678186444085,60976.76902041683,-1080.0908339727466,-1143.2679460424579,61090.16093485003,4070.1200024296627,69230.40093970935,52949.9209299907,0.0,644.3732783564774,644.3732783564774,644.3732783564774,1216.4830183670206,,,,55234.71546260864,62461.79718086126,54.24578874902022,52.515010774311556
2024-08-13 18:30:00+00:00,59926.358110902314,,64001.93044393567,,61897.896374618074,62802.946322791104,,,42.29313621470288,59901.24432866843,60898.96080489724,-997.7164762288085,-1114.157652079728,60682.84630173782,3727.796218690296,68138.43873911841,53227.25386435723,0.0,771.2551666912987,771.2551666912987,771.2551666912987,1174.9448008725324,,,,55234.71546260864,61420.3543670456,75.8473412492339,61.09875466640895
2024-08-14 00:00:00+00:00,60488.10137419944,31955576195.246292,63989.30372200614,,61842.610296170285,62757.107808957604,63589.617070548964,-378623625605.991,51.01745311676305,59991.53002798089,60868.5267729937,-876.9967450128097,-1066.7254706663443,60322.785091244135,3343.3919150948905,67009.56892143392,53636.001261054356,0.0,561.7432632971249,561.7432632971249,561.7432632971249,1052.6701963314347,,,,55234.71546260864,61420.3543670456,84.9287517870231,71.67396059509241
2024-08-14 18:30:00+00:00,60463.743263297125,,63977.8951920663,,61788.537079194866,62711.6946496376,,,59.552333610558314,60064.17821802954,60838.542809312465,-774.3645912829234,-1008.2532947896602,59992.111931285785,2943.3053996131835,65878.72273051215,54105.50113205942,0.0,24.358110902314365,24.358110902314365,24.358110902314365,901.8043312954438,,,,55234.71546260864,61420.3543670456,84.53496690435169,81.77035331353623
2024-08-15 00:00:00+00:00,59482.743263297125,28079911397.67297,63962.14848192305,,61698.11379229692,62647.75501822491,63550.248575882935,-406703537003.664,64.32898347483044,59974.726686532245,60738.11321331133,-763.3865267790825,-959.2799411875448,59671.7632512777,2595.7772773723436,64863.31780602239,54480.20869653301,0.0,981.0,981.0,981.0,834.8422357671069,,,,55234.71546260864,61420.3543670456,68.67565123533763,79.3797899755708
2024-08-16 00:00:00+00:00,58358.70564284064,33490251842.381626,63928.52617373806,,61567.1566099653,62562.82334742523,63491.56460913505,-440193788846.04565,63.11137236425637,59726.10806442585,60561.86080068387,-835.7527362580222,-934.5745002016404,59318.7592120936,2226.9490774008623,63772.65736689533,54864.86105729188,0.0,1124.0376204564818,1124.0376204564818,1124.0376204564818,850.9488920441971,,,,55986.377709775064,61420.3543670456,43.65730813163246,65.62264209044059
2024-08-17 00:00:00+00:00,58227.01424001136,30368238897.207172,63890.94648176942,,61436.17063467299,62476.96574133782,63438.15042135176,-470562027743.2528,59.92019083509137,59495.47824528516,60388.90920359702,-893.4309583118593,-926.3457918236843,59039.380554470394,1968.771043907432,62976.92264228526,55101.83846665553,0.0,131.6914028292813,131.6914028292813,131.6914028292813,806.6652603058299,,,,56141.25393322213,61420.3543670456,39.509767486628206,50.61424228453276
2024-08-18 00:00:00+00:00,58645.61145149757,12467437134.05582,63841.84121421496,,61326.73694121513,62401.09733955881,63418.27056055108,-458094590609.19696,60.834775519628884,59364.729507779375,60259.776036774834,-895.0465289954591,-920.0859392580394,58848.571268002226,1797.0602296242764,62442.69172725078,55254.450808753674,0.0,418.59721148620883,418.59721148620883,418.59721148620883,825.5024737371974,,,,58227.01424001136,61420.3543670456,13.10844428823729,32.09183996883265
2024-08-19 00:00:00+00:00,58917.00372288541,17656027563.72502,63787.50954769899,,61232.23759931985,62332.10538675339,63391.982744867186,-440438563045.4719,53.06561194082789,59295.84861779569,60160.311420931175,-864.4628031354878,-908.9613120335291,58785.01098144705,1769.4533535892447,62323.91768862554,55246.10427426856,0.0,271.3922713878419,271.3922713878419,271.3922713878419,688.8550384902857,,,,58227.01424001136,61420.3543670456,21.607140342888165,24.741784039251215
2024-08-20 00:00:00+00:00,59148.010396694975,24031330179.258953,63717.207913723374,,61150.50319921692,62269.05400081164,63358.51406331291,-416407232866.21295,47.63719261881243,59273.104276087885,60085.32615987664,-812.2218837887558,-889.6134263845745,58839.825039652664,1762.508873777581,62364.842787207825,55314.8072920975,0.0,231.00667380956293,231.00667380956293,231.00667380956293,617.4418697159957,,,,58227.01424001136,61420.3543670456,28.84115440402442,21.185579678383288
2024-08-21 00:00:00+00:00,59123.746518542095,31470716090.619144,63644.3566399672,,61071.02254507281,62206.77068433105,63315.226585840646,-447877948956.8321,33.12458591500889,59250.12615954238,60014.09803829631,-763.9718787539314,-864.485116858446,58989.349370820484,1643.6525289965518,62276.654428813585,55702.044312827384,0.0,24.263878152880352,24.263878152880352,24.263878152880352,486.04264441768413,,,,58227.01424001136,61049.918348351384,31.766303215239102,27.40486598738389
2024-08-22 00:00:00+00:00,59879.98193764696,32960965010.60808,63575.7616110935,,61024.315070271805,62160.69565964423,63278.83853132297,-414916983946.224,41.86459033689139,59347.02704848155,60004.16351232229,-657.1364638407395,-823.0153862549048,59221.6126945724,1394.4873541849106,62010.58740294223,56432.63798620258,0.0,756.2354191048653,756.2354191048653,756.2354191048653,513.5997444470164,,,,58227.01424001136,60488.10137419944,73.10499770850956,44.57081844259102
2024-08-23 00:00:00+00:00,60380.333333333336,28170302505.847404,63497.579517053164,,60999.06088450951,62125.44096011332,63252.83377066667,-386746681440.3766,50.31383266505912,59505.997246151055,60032.02794350829,-526.0306973572369,-763.6184484753712,59441.3104757503,1188.9369521904737,61819.18438013125,57063.436571369355,0.0,500.3513956863753,500.3513956863753,500.3513956863753,498.38344866216823,,,,58227.01424001136,60488.10137419944,95.23379531745461,66.70169874706775
2024-08-24 00:00:00+00:00,61944.22853851859,45038665759.42134,63424.11231771912,,61036.12628270595,62121.85259532926,63234.328470439956,-341708015680.95526,63.397666696885715,59881.10975266914,60173.67243202757,-292.5626793584306,-669.4072946519832,59731.45920601514,1039.948135876799,61811.35547776874,57651.56293426154,0.0,1563.8952051852539,1563.8952051852539,1563.8952051852539,571.7286355247119,,,,58227.01424001136,61944.22853851859,100.0,89.44626434198805
2024-08-25 00:00:00+00:00,63094.28207634465,22029153446.354362,63352.384026227126,,61116.83827461335,62141.1086246563,63233.36646360803,-319678862234.6009,73.14473645133548,60375.44395631152,60390.01388716216,-14.56993085063732,-538.439821891714,59969.88779492903,1229.9729180960196,62429.83363112107,57509.94195873699,0.0,1150.053537826061,1150.053537826061,1150.053537826061,607.8486540582536,,,,58227.01424001136,63094.28207634465,100.0,98.41126510581819
2024-08-26 00:00:00+00:00,64082.61540967799,17875230147.044323,63302.285173599776,,61233.14326030216,62179.554303567624,63238.07386334073,-301803632087.5566,73.81274591027301,60945.77802606021,60663.53992586704,282.2381001931717,-374.3042374747369,60196.19349867711,1529.7607112912642,63255.714921259634,57136.67207609458,0.0,988.3333333333358,988.3333333333358,988.3333333333358,623.3542373898277,,,,58227.01424001136,64082.61540967799,100.0,100.0
2024-08-27 00:00:00+00:00,63706.91565341362,17894692681.091812,63253.92905458369,,61330.15394238497,62209.7990827725,63240.66113314072,-319698324768.6484,68.84349610977407,61370.568430268424,60888.97516494456,481.5932653238633,-203.12473691501685,60310.521562995506,1701.8313809214965,63714.1843248385,56906.85880115251,0.0,375.69975626436644,375.69975626436644,375.69975626436644,610.0654154589164,,,,58227.01424001136,64082.61540967799,93.58392511070292,97.86130837023431
2024-08-28 00:00:00+00:00,62163.38240878455,38131727427.91789,63189.84678734477,,61362.82956851829,62208.879940713334,63228.14043452828,-357830052196.5663,58.44743429214134,61492.5398115786,60983.3757015253,509.16411005330156,-60.66696752135317,60366.19476601718,1744.9591539430605,63856.1130739033,56876.276458131055,0.0,1543.5332446290704,1543.5332446290704,1543.5332446290704,718.5779250108275,,,,58227.01424001136,64082.61540967799,67.22398016388975,86.93596842486421
2024-08-29 00:00:00+00:00,60488.147855077696,42018989572.42786,63107.00428868214,,61328.528324853956,62174.80603802748,63193.49211771495,-399849041768.99414,54.67441956922287,61338.017972116926,60946.69215734399,391.3258147729357,29.731588937504597,60373.775218187206,1745.1528412157622,63864.080900618734,56883.46953575568,0.0,1675.234553706854,1675.234553706854,1675.234553706854,768.16610741846,,,,58227.01424001136,64082.61540967799,38.614884271482346,66.474263182025
2024-08-30 00:00:00+00:00,59195.285739490144,32563333956.986053,63008.475428023536,,61244.87175287891,62115.80563607624,63154.690846655336,-432412375725.9802,53.82939031656112,61008.36685940511,60816.95834861408,191.40851079103595,62.06697330821087,60343.56569403333,1760.7769838894724,63865.11966181227,56822.011726254386,0.0,1292.8621155875517,1292.8621155875517,1292.8621155875517,780.2249999278221,,,,58227.01424001136,64082.61540967799,16.535817099269902,40.791560511547324
2024-08-31 00:00:00+00:00,59071.84745844767,44038496614.947586,62911.8848835853,,61159.655113881614,62055.52923651924,63101.79954573766,-476450872340.9278,53.8700925347305,60710.440797719355,60687.69087526842,22.749922450937447,54.20356313675619,60339.40291974517,1763.8303585649767,63867.06363687512,56811.74220261521,0.0,123.43828104247223,123.43828104247223,123.43828104247223,779.6354912287643,,,,58645.61145149757,64082.61540967799,7.8395382866844185,20.996746552478886
2024-09-01 00:00:00+00:00,59053.49420770314,11399086336.303324,62818.216025035625,,61077.06056854129,61996.08299832486,63088.270146628456,-487849958677.23114,51.939592107538864,60455.525937716855,60566.63927026358,-111.11333254672354,21.14018400006024,60295.7597245852,1785.257076785356,63866.27387815592,56725.245571014486,0.0,18.353250744534307,18.353250744534307,18.353250744534307,751.0466368900733,,,,58917.00372288541,64082.61540967799,2.6422908475041473,9.005882077819484
2024-09-02 00:00:00+00:00,58491.39959864396,25465621877.97047,62722.24203983941,,60975.66209913355,61926.68332704405,63054.20412995407,-513315580555.2016,48.030587082832454,60153.35265478256,60412.91781310657,-259.56515832401055,-35.00088446475392,60195.92463580744,1829.22320339474,63854.37104259692,56537.47822901796,0.0,562.0946090591751,562.0946090591751,562.0946090591751,771.8110895808828,,,,58491.39959864396,64082.61540967799,0.0,3.4939430447295172
2024-09-03 00:00:00+00:00,58459.65091982277,28012782290.96625,62628.75617133335,,60876.994994062545,61858.029219970354,63017.05246038045,-541328362846.16785,46.754887966548026,59892.78315709643,60268.231376567026,-375.44821947059245,-103.09035146592163,60095.720018633714,1868.2554953534152,63832.23100934055,56359.20902792688,0.0,31.74867882118997,31.74867882118997,31.74867882118997,757.5783756531418,,,,58459.65091982277,64082.61540967799,0.0,0.8807636158347111
2024-09-04 00:00:00+00:00,57573.57205760749,26829983370.35861,62525.98597811129,,60747.4489965545,61773.188484081984,62975.2188459008,-568158346216.5265,43.241252513713064,59535.981449482744,60068.62698257003,-532.645533087285,-189.00138779019431,60000.261458349225,1948.2844872583664,63896.83043286596,56103.69248383249,0.0,886.0788622152832,886.0788622152832,886.0788622152832,819.1365888004564,,,,57573.57205760749,64082.61540967799,0.0,0.0
